Content,Date,Heading,_id
"We are Brain and Spine

At Goodman Campbell Brain and Spine, patients benefit from an environment in which leading edge experts in subspecialty medicine and clinical research have come together to pursue a unique, patient-first approach to brain, spine and nerve care.

Our Practice

Everything you think, feel and do is connected to your brain and spine-the you inside you. Healing and protecting that unique you is what inspires us at Goodman Campbell. As one of North America’s largest and most progressive neurosurgical practices, our expertise includes a full spectrum of adult and pediatric brain, spine and nerve care. We are able to treat all conditions and traumatic injury, including brain aneurysms, subarachnoid hemorrhage, stroke, brain tumors, complex spinal disorders, degenerative disease, spinal tumors, traumatic injuries and back and neck pain.
The mission of Goodman Campbell Brain and Spine is to be the leader in advancing the health of adults and children with neurosurgical disorders by providing comprehensive, compassionate and superior care in a state-of-the-art environment of healing, teaching and discovery.",28 June 2022,Diskriter,63a52adbe45bcae2d46b7113
"Welcome to Travira Air, a world-class charter air service operator & maintenance services provider headquartered in Jakarta, Indonesia. Our goal is simply to offer the highest standards of professionalism and service as measured by our safety record, dispatch aircraft reliability and customer satisfaction. It is no surprise that many of our clients have been with us for years. Find out what we can do for you to keep you flying safely & smoothly.

**** EXFILTRATED FILES ARE COMING SOON ****",28 June 2022,"SuperAlloy Industrial Co., Ltd.",63a52adbe45bcae2d46b7114
"XEIAD is a civil engineering consultancy specialising in difficult access. We are engineers with extensive experience in rope access, diving and confined spaces. We have also developed the use of Remotely Operated Aerial Vehicles (ROAVs) to complement our inspection procedures. We undertake a wide range of Inspections, Assessments, Surveys, Non-Destructive Testing & Intrusive Investigations, Design and Project Management. We also launched, in October 2017, our Infrastructure Services division to support Asset Owners and Principal Contractors with specialist access maintenance and repairs.

Our teams have a unique experience inspecting structures such as bridges, culverts, retaining walls, tunnels and shafts working across a wide range of industry sectors: We help asset owners and managers keep critical infrastructure safe, reduce risk and maintenance costs as well as extend asset life.

**** EXFILTRATED FILES ARE COMING SOON ****",23 June 2022,Alphapointe,63a52adbe45bcae2d46b7115
"*** Disclaimer: we are not related with Conti. ***

RateGain Travel Technologies Limited, (NSE,BSE: RateGain) is a leading provider of SaaS solutions for travel and hospitality that works with over 1400 customers in over 100+ countries helping them accelerate revenue generation through acquisition, retention and wallet share expansion. Founded in 2004 and headquartered in India, RateGain is one of the world’s largest processors of electronic transactions and price points for the travel and hospitality industry.",23 June 2022,Arte Radiotelevisivo Argentino (Artear),63a52adbe45bcae2d46b7116
"Faw-Volkswagen Automobile Co., Ltd. is located in Changchun, Jilin, China and is part of the Motor Vehicle Manufacturing Industry. Faw-Volkswagen Automobile Co., Ltd. has 22,540 total employees across all of its locations. There are 205 companies in the Faw-Volkswagen Automobile Co., Ltd. corporate family.",8 June 2022,Goodman Campbell Brain & Spine,63a52adbe45bcae2d46b7117
"*** Disclaimer: we are not related with Conti. ***

Attica Holdings S.A. (Attica Group or Attica) is a leader in the provision of ferry services for passengers and cargo in the Eastern Mediterranean Sea. Serving 60 destinations, connecting 71 ports, in the Greek domestic market (including the more remote Greek islands destinations) and on the international routes between Greece and Italy and Morocco with Spain, Attica Group’s brand names, Superfast Ferries, Blue Star Ferries, Africa Morocco Link (AML) and the newly acquired Hellenic Seaways are established in the European maritime transport industry as synonyms of high-end quality ferry services.

AML operates between Morocco and Spain offering up to 8 sailings per day from the port of Tanger - Med to the port of Algeciras, providing high quality and reliable transportation services for passengers, trucks and private vehicles, combining comfort and luxury with speed and functionality.

Attica Group is a member of Marfin Investment Group, an international investment holding company based in Greece and throughout Southeast Europe and is listed on Athens Stock Exchange (ASE:ATTICA).

The Attica Group fleet consists of 32 modern and technologically advanced vessels and high-speed , providing high quality transportation services for passengers, trucks and private vehicles. While on board the passengers will not only find luxurious accommodation, fine wining and dining and a wide range of activities for both adults and children but, most importantly, a level of service and attention to detail that have established Attica in the ferry industry. The expertise and the professionalism accompanied with the warm smile of the carefully-selected staff contribute in offering passengers an exceptional and standardized on board experience throughout the journey.",28 May 2022,Travira Air,63a52adbe45bcae2d46b7118
"SSK Ingeniería y Construcción S.A.C. is located in LIMA, LIMA, Peru and is part of the Foundation, Structure, and Building Exterior Contractors Industry. SSK Ingeniería y Construcción S.A.C. has 4 total employees across all of its locations and generates $101.39 million in sales (USD). There are 71 companies in the SSK Ingeniería y Construcción S.A.C. corporate family.",28 May 2022,XEIAD,63a52adce45bcae2d46b7119
"Konradin Mediengruppe GmbH is located in Leinfelden-Echterdingen, Baden-Württemberg, Germany and is part of the Printing and Related Support Activities Industry. Konradin Mediengruppe GmbH has 551 total employees across all of its locations and generates $106.45 million in sales (USD). There are 15 companies in the Konradin Mediengruppe GmbH corporate family.

**** EXFILTRATED FILES ARE COMING SOON ****",24 May 2022,RateGain,63a52adce45bcae2d46b711a
Pollmann International specializes in the high-volume production of complex modules for hatch kinematics and electromechanical doors.,19 May 2022,Tri-Ko,63a52adce45bcae2d46b711b
"Banco Multiple Caribe Internacional, S. A.",4 May 2022,"Faw-Volkswagen Automobile Co., Ltd.",63a52adce45bcae2d46b711c
"Headquartered in Jakarta, Indonesia, the Ministry For Foreign Affairs of the Republic of Indonesia represents the Indonesian interests in the UN.",28 April 2022,Attica Group,63a52adce45bcae2d46b711d
"Providing planning, engineering, architectural, structural, surveying, construction observation, 3D visualization, and virtual infrastructure services.",26 April 2022,SSK Ingeniería Y Construcción S.A.C.,63a52adce45bcae2d46b711e
": KONECTA SERVICIOS ADMINISTRATIVOS Y TECNOLOGICOS S.L. SUCURSAL ARGENTINA is located in Ciudad de Buenos Aires, Argentina and is part of the Management, Scientific, and Technical Consulting Services Industry. KONECTA SERVICIOS ADMINISTRATIVOS Y TECNOLOGICOS S.L. SUCURSAL ARGENTINA has 508 total employees across all of its locations and generates $7.56 million in sales (USD). There are 79 companies in the KONECTA SERVICIOS ADMINISTRATIVOS ...",26 March 2022,Konradin Mediengruppe GmbH,63a52adce45bcae2d46b711f
"ASPHALION is an International Scientific and Regulatory Affairs consultancy firm based in Barcelona, Madrid and Munich. We offer comprehensive services for Drug Development and Regulatory Affairs to Pharma, Biotech and Medical Devices companies. Since 2000",25 March 2022,Pollmann,63a52adce45bcae2d46b7120
"St Médico Hospitalar Sul, Brasilia, Federal District, 70000-000, Brazil",25 March 2022,Banco Caribe,63a52adce45bcae2d46b7121
